timestamp,flight_id,gate,aircraft_type,weather_condition,baggage_delay_minutes,fuel_trucks_available,staff_availability,runway_congestion,arrival_delay_minutes,taxi_time_minutes,scheduled_turnaround_minutes,passenger_count,peak_hour,delay_probability,actual_turnaround_delay_minutes
2025-01-11 10:49:00,AF799,D4,A321,Windy,6,4,High,Low,0,11,103,190,0,0.064,0
2025-01-11 11:00:00,BA884,D7,B787,Windy,1,7,High,Low,10,8,73,284,0,0.076,4
2025-01-11 11:11:00,AF257,D7,B737,Rain,13,3,High,Medium,4,13,40,181,0,0.165,0
2025-01-11 11:16:00,QR389,B35,B737,Clear,13,5,Medium,Low,0,9,60,177,0,0.054,10
2025-01-11 11:29:00,EK519,D4,A321,Clear,14,1,Medium,High,0,19,88,209,0,0.246,13
2025-01-11 11:33:00,EK213,A21,A320,Clear,12,2,Medium,High,0,15,58,180,0,0.234,8
2025-01-11 11:51:00,6E635,D7,A320,Storm,0,8,Low,Low,21,16,63,172,0,0.382,9
2025-01-11 12:01:00,6E144,A32,B777,Windy,4,6,Medium,Low,0,12,75,386,0,0.061,9
2025-01-11 12:16:00,UK282,A14,ATR72,Rain,14,5,Low,Medium,2,14,29,62,0,0.284,19
2025-01-11 12:25:00,AI306,B7,B787,Clear,9,8,Low,Low,8,9,102,310,0,0.187,8
2025-01-11 12:38:00,6E597,E20,B737,Clear,11,8,High,Low,7,7,49,204,0,0.065,0
2025-01-11 12:46:00,SG201,A9,A321,Clear,11,8,Low,Low,7,11,72,200,0,0.193,4
2025-01-11 12:50:00,AI684,C30,B737,Windy,11,8,High,Low,20,14,42,162,0,0.136,14
2025-01-11 12:55:00,LH773,A11,A321,Fog,8,3,Medium,Medium,11,12,85,207,0,0.205,8
2025-01-11 13:02:00,BA638,E6,B787,Storm,12,7,High,Low,32,12,120,232,0,0.312,3
2025-01-11 13:16:00,QR818,C6,B787,Windy,0,4,Low,Low,9,13,114,310,0,0.2,7
2025-01-11 13:33:00,QR362,A9,A321,Clear,22,3,Medium,High,0,13,91,230,0,0.153,2
2025-01-11 13:50:00,AI475,E30,A320,Fog,7,4,Medium,Medium,20,11,46,173,0,0.226,0
2025-01-11 14:03:00,SG720,C21,B737,Windy,10,8,High,Low,0,7,41,180,0,0.066,0
2025-01-11 14:16:00,6E113,B32,B787,Clear,10,5,Medium,Medium,6,18,74,244,0,0.107,9
2025-01-11 14:20:00,SG771,A14,A320,Clear,12,4,Medium,Low,7,7,58,175,0,0.068,3
2025-01-11 14:36:00,BA952,D31,B737,Clear,12,4,High,Medium,10,11,50,202,0,0.11,7
2025-01-11 14:50:00,6E579,E24,B737,Clear,3,6,Medium,Low,0,7,50,200,0,0.028,1
2025-01-11 15:07:00,AI469,D25,B737,Clear,2,4,Low,Low,1,13,64,162,0,0.16,0
2025-01-11 15:15:00,AF861,C28,A320,Windy,7,5,Medium,Medium,7,13,61,180,0,0.116,1
2025-01-11 15:28:00,LH941,B5,B737,Clear,10,8,Medium,Low,9,14,62,200,0,0.081,2
2025-01-11 15:32:00,EK913,B6,B787,Clear,12,0,Medium,High,0,18,102,221,0,0.24,7
2025-01-11 15:48:00,AI943,A32,A320,Clear,4,7,Medium,Low,1,8,52,155,0,0.035,2
2025-01-11 16:04:00,QR372,C8,A320,Rain,9,3,Low,High,14,19,47,148,0,0.36,10
2025-01-11 16:10:00,AF141,D8,B777,Windy,22,3,Medium,High,7,12,92,375,0,0.193,6
2025-01-11 16:21:00,6E954,E19,A320,Clear,7,8,High,Low,8,10,47,164,0,0.065,0
2025-01-11 16:33:00,IX179,B16,B787,Fog,5,3,Medium,Medium,10,11,94,248,0,0.194,0
2025-01-11 16:47:00,SG631,B8,A321,Fog,4,6,Medium,Low,21,15,107,223,0,0.203,12
2025-01-11 16:58:00,6E203,C19,A320,Clear,20,1,Low,High,12,19,63,152,0,0.413,14
2025-01-11 17:16:00,SG644,A5,B787,Clear,15,3,Medium,High,1,16,116,253,1,0.206,8
2025-01-11 17:24:00,LH294,B6,A321,Rain,17,2,Low,High,15,16,74,210,1,0.535,21
2025-01-11 17:30:00,SG638,C14,A321,Rain,16,2,Medium,High,17,12,106,189,1,0.411,9
2025-01-11 17:43:00,SG683,C4,A320,Storm,14,2,Medium,Medium,22,11,53,171,1,0.473,17
2025-01-11 17:53:00,UK671,D28,B737,Fog,8,3,High,Medium,20,9,45,171,1,0.285,11
2025-01-11 18:07:00,AF525,B25,A320,Windy,10,4,Low,Medium,10,13,66,186,1,0.311,15
2025-01-11 18:24:00,6E884,A27,A321,Windy,12,3,Medium,High,0,24,104,211,1,0.233,7
2025-01-11 18:35:00,QR466,E17,B777,Clear,14,2,Medium,High,10,21,111,336,1,0.338,10
2025-01-11 18:40:00,BA819,C22,A320,Clear,11,0,Medium,High,0,21,49,148,1,0.303,5
2025-01-11 18:51:00,LH206,B21,B737,Clear,9,3,High,Medium,0,8,61,172,1,0.13,3
2025-01-11 19:00:00,UK911,B32,A320,Windy,11,0,Medium,High,1,23,64,180,1,0.331,15
2025-01-11 19:10:00,UK663,C5,A350,Windy,13,3,Low,Medium,13,12,76,261,1,0.325,10
2025-01-11 19:19:00,LH616,A9,A320,Rain,15,3,Medium,High,13,15,41,173,1,0.303,12
2025-01-11 19:28:00,EK773,C19,B777,Clear,12,1,Medium,High,3,16,92,392,1,0.305,4
2025-01-11 19:42:00,UK646,D5,A321,Windy,0,5,Low,Medium,0,18,89,227,1,0.27,8
2025-01-11 19:47:00,QR553,D35,A320,Clear,13,2,Medium,Medium,0,10,42,153,1,0.243,1
2025-01-11 20:04:00,EK422,E18,ATR72,Clear,9,5,Medium,Medium,24,14,35,60,1,0.208,18
2025-01-11 20:10:00,AF432,E34,A320,Rain,13,0,Medium,High,23,23,61,167,1,0.441,16
2025-01-11 20:19:00,EK522,C28,A321,Windy,12,0,Low,High,0,16,81,184,1,0.438,18
2025-01-11 20:29:00,LH945,D19,A320,Storm,23,2,Medium,High,12,17,59,171,1,0.521,9
2025-01-11 20:44:00,EK723,E15,A350,Clear,8,5,Medium,Medium,7,14,97,321,1,0.158,9
2025-01-11 20:55:00,SG676,A2,A321,Clear,16,0,Medium,High,9,17,66,219,1,0.332,6
2025-01-11 21:03:00,AF319,C7,A320,Clear,2,4,High,Medium,0,12,60,153,0,0.062,10
2025-01-11 21:17:00,LH884,E22,B737,Clear,6,8,Low,Low,3,11,61,205,0,0.17,5
2025-01-11 21:27:00,AF862,D29,B737,Rain,10,4,High,Low,28,17,57,171,0,0.206,8
2025-01-11 21:44:00,IX468,C26,A320,Windy,8,7,Medium,Low,20,10,50,142,0,0.123,8
2025-01-11 22:00:00,BA558,B24,A320,Fog,2,8,High,Low,13,14,43,166,0,0.174,2
2025-01-11 22:12:00,LH100,C33,ATR72,Clear,9,3,Medium,Medium,0,19,31,68,0,0.09,11
2025-01-11 22:16:00,AI391,C10,B737,Rain,7,8,Medium,Low,16,11,46,199,0,0.155,14
2025-01-11 22:27:00,QR116,B29,B737,Clear,7,4,High,Medium,10,16,63,184,0,0.108,11
2025-01-11 22:32:00,AF238,A30,A321,Fog,0,4,High,Low,11,7,71,220,0,0.151,6
2025-01-11 22:41:00,IX106,B25,B787,Clear,0,5,Medium,Low,0,17,79,294,0,0.04,5
2025-01-11 22:49:00,IX327,D9,A350,Clear,7,7,Medium,Low,7,11,106,280,0,0.064,8
2025-01-11 22:58:00,SG976,C26,B737,Clear,4,8,Medium,Low,6,11,57,200,0,0.054,0
2025-01-11 23:03:00,EK122,C2,B787,Fog,12,6,High,Low,12,13,113,264,0,0.191,8
2025-01-11 23:19:00,IX666,C25,A320,Clear,13,5,Medium,Low,0,7,67,170,0,0.05,0
2025-01-11 23:29:00,AF669,A31,A320,Clear,7,8,Medium,Low,17,15,41,173,0,0.099,0
2025-01-11 23:46:00,QR685,A3,A320,Rain,7,5,Medium,Low,0,13,41,182,0,0.114,11
2025-01-11 23:58:00,UK196,A19,ATR72,Clear,6,4,High,Low,5,11,33,65,0,0.056,0
2025-01-12 00:15:00,AI571,C8,B737,Clear,8,7,Medium,Low,3,13,58,179,0,0.058,1
2025-01-12 00:19:00,EK259,B1,B777,Clear,3,4,Medium,Low,0,5,99,329,0,0.025,8
2025-01-12 00:33:00,UK371,D33,ATR72,Clear,13,2,High,High,7,22,32,69,0,0.269,7
2025-01-12 00:50:00,EK696,D12,A320,Fog,4,5,Medium,Low,14,10,62,182,0,0.174,18
2025-01-12 01:02:00,SG338,C3,A321,Rain,16,5,Medium,Medium,17,17,119,211,0,0.215,7
2025-01-12 01:13:00,IX930,E29,B777,Clear,8,4,Medium,Low,2,6,75,362,0,0.043,8
2025-01-12 01:23:00,IX194,A1,A320,Storm,12,2,Medium,Medium,23,13,42,180,0,0.415,7
2025-01-12 01:27:00,QR509,A27,A321,Clear,3,5,Medium,Low,7,9,117,205,0,0.051,0
2025-01-12 01:34:00,QR322,D35,ATR72,Clear,14,2,Medium,High,0,14,27,71,0,0.237,0
2025-01-12 01:46:00,6E840,E4,A320,Clear,6,5,Medium,Low,9,5,45,174,0,0.056,2
2025-01-12 01:55:00,EK911,C7,B777,Clear,11,4,Medium,Medium,0,17,119,361,0,0.091,1
2025-01-12 02:08:00,BA277,D9,B777,Clear,6,6,Medium,Low,3,5,74,337,0,0.04,7
2025-01-12 02:24:00,BA945,E10,ATR72,Fog,3,7,Medium,Low,13,12,28,63,0,0.173,15
2025-01-12 02:35:00,QR939,A31,B777,Rain,5,3,Medium,Medium,8,17,118,328,0,0.166,9
2025-01-12 02:49:00,6E709,D11,B737,Clear,9,7,Medium,Low,0,9,45,167,0,0.045,0
2025-01-12 03:00:00,IX138,B33,B787,Windy,3,5,Medium,Low,0,9,115,316,0,0.054,10
2025-01-12 03:16:00,QR490,A8,A321,Rain,7,5,Medium,Low,23,11,69,228,0,0.175,2
2025-01-12 03:20:00,6E898,C11,A321,Fog,15,4,Medium,Medium,17,16,88,198,0,0.244,3
2025-01-12 03:27:00,AI889,B15,A321,Fog,19,0,High,High,24,18,112,206,0,0.421,11
2025-01-12 03:35:00,EK456,B10,B737,Clear,6,6,Medium,Low,9,11,49,188,0,0.067,6
2025-01-12 03:47:00,LH526,B12,A320,Rain,14,4,Medium,Medium,7,9,56,160,0,0.169,6
2025-01-12 03:53:00,6E990,E10,ATR72,Windy,5,8,Medium,Low,13,7,28,67,0,0.091,9
2025-01-12 04:11:00,SG865,C1,A320,Windy,12,8,Medium,Low,7,10,62,182,0,0.095,0
2025-01-12 04:19:00,QR111,E18,B737,Clear,12,0,Medium,High,1,21,51,187,0,0.248,9
2025-01-12 04:30:00,LH155,D21,A320,Clear,4,2,Medium,Medium,7,15,57,147,0,0.191,7
2025-01-12 04:48:00,IX636,B34,B737,Windy,15,3,Medium,Medium,13,10,44,171,0,0.145,2
2025-01-12 05:03:00,AI426,B23,B777,Clear,7,4,Medium,Low,0,11,120,359,0,0.044,0
2025-01-12 05:14:00,AF678,E20,ATR72,Clear,11,4,Medium,Low,12,12,38,70,0,0.088,0
2025-01-12 05:19:00,UK434,A1,B737,Rain,7,5,Low,Low,8,7,57,202,0,0.245,7
2025-01-12 05:23:00,AF814,C6,A321,Clear,9,4,Medium,Low,5,15,91,187,0,0.07,7
2025-01-12 05:37:00,SG256,A18,B787,Windy,9,6,Low,Low,0,9,99,264,0,0.187,1
2025-01-12 05:50:00,AI789,D8,A320,Windy,9,3,High,Medium,1,12,55,184,0,0.102,10
2025-01-12 06:06:00,LH556,B24,B737,Storm,16,0,High,High,31,12,52,185,1,0.55,22
2025-01-12 06:13:00,QR689,A8,B787,Clear,13,5,High,Medium,17,8,84,310,1,0.187,5
2025-01-12 06:28:00,AF192,B23,B777,Clear,14,4,High,Medium,3,10,65,316,1,0.153,0
2025-01-12 06:34:00,SG542,A21,B737,Windy,11,0,Medium,High,0,17,43,209,1,0.318,18
2025-01-12 06:42:00,IX905,B21,A321,Rain,4,5,High,Medium,14,15,113,236,1,0.237,9
2025-01-12 06:54:00,LH251,D10,B737,Storm,8,0,Low,High,26,17,58,190,1,0.647,24
2025-01-12 06:58:00,UK444,B34,B787,Clear,7,5,Low,Medium,5,14,72,282,1,0.271,25
2025-01-12 07:10:00,6E587,E9,B737,Clear,10,4,High,Medium,17,14,56,198,1,0.191,7
2025-01-12 07:20:00,QR863,A28,ATR72,Fog,15,0,Low,High,6,18,35,73,1,0.542,9
2025-01-12 07:25:00,AI661,C8,B777,Clear,6,4,High,Medium,5,16,81,387,1,0.152,14
2025-01-12 07:32:00,LH368,C32,B737,Windy,9,2,Medium,Medium,8,16,57,175,1,0.289,3
2025-01-12 07:49:00,6E508,E3,B737,Clear,11,4,High,Medium,0,12,57,161,1,0.142,2
2025-01-12 08:07:00,AF544,E30,A320,Clear,16,1,Medium,High,9,19,41,158,1,0.336,15
2025-01-12 08:12:00,UK880,E16,B737,Clear,15,3,Medium,High,19,12,52,177,1,0.249,20
2025-01-12 08:23:00,UK592,A9,A321,Clear,8,3,Low,Medium,9,12,84,212,1,0.28,6
2025-01-12 08:28:00,AF302,E2,B737,Windy,11,4,High,Medium,15,14,49,173,1,0.209,5
2025-01-12 08:42:00,BA504,A2,A320,Fog,29,0,Low,High,25,20,64,166,1,0.63,23
2025-01-12 08:59:00,QR300,C7,B737,Clear,7,2,Medium,Medium,2,16,44,163,1,0.246,3
2025-01-12 09:05:00,AF730,E19,B777,Rain,10,0,Medium,High,16,18,118,371,1,0.406,11
2025-01-12 09:16:00,AF352,C16,ATR72,Clear,5,3,Low,Medium,16,14,25,70,1,0.297,3
2025-01-12 09:34:00,SG173,C5,B777,Windy,4,3,Medium,Medium,4,15,67,333,1,0.165,10
2025-01-12 09:49:00,IX895,E22,A321,Clear,19,2,Low,High,0,17,115,223,1,0.433,25
2025-01-12 09:57:00,LH431,B33,B787,Fog,15,3,Medium,Medium,18,20,89,260,1,0.314,16
2025-01-12 10:09:00,QR191,A17,A350,Rain,14,3,Medium,Medium,12,10,76,302,0,0.184,2
2025-01-12 10:24:00,6E787,C31,B737,Windy,7,7,Medium,Low,5,5,58,185,0,0.069,0
2025-01-12 10:32:00,LH533,E27,B737,Rain,5,6,Medium,Low,18,10,69,188,0,0.154,5
2025-01-12 10:42:00,EK456,D19,B787,Windy,11,0,Medium,High,7,21,97,274,0,0.285,12
2025-01-12 10:59:00,SG428,B3,A321,Storm,0,6,Medium,Low,12,12,96,205,0,0.229,7
2025-01-12 11:10:00,EK708,B6,A320,Rain,9,5,High,Medium,7,14,54,156,0,0.167,4
2025-01-12 11:21:00,AI888,E15,B737,Fog,6,7,Low,Low,8,13,60,163,0,0.287,10
2025-01-12 11:28:00,IX273,A25,A350,Clear,12,2,Low,Medium,0,18,98,284,0,0.315,20
2025-01-12 11:39:00,EK731,B23,A350,Clear,2,5,Medium,Medium,0,14,95,312,0,0.066,0
2025-01-12 11:51:00,BA738,D2,A350,Windy,6,5,Medium,Low,10,10,80,343,0,0.09,6
2025-01-12 11:57:00,UK551,B30,A321,Clear,7,3,Medium,Medium,0,16,118,194,0,0.08,9
2025-01-12 12:07:00,AI937,E8,A350,Windy,20,3,Medium,Medium,0,15,85,293,0,0.129,0
2025-01-12 12:14:00,SG304,B7,A320,Clear,14,8,High,Low,8,7,56,180,0,0.075,7
2025-01-12 12:32:00,EK259,B29,B737,Windy,4,7,Low,Low,9,11,50,162,0,0.205,18
2025-01-12 12:45:00,6E215,C16,ATR72,Clear,14,8,Medium,Low,0,13,37,69,0,0.063,4
2025-01-12 12:57:00,AI348,D1,A320,Clear,1,4,Medium,Low,0,17,60,168,0,0.042,3
2025-01-12 13:12:00,QR251,C22,A320,Clear,10,5,Medium,Low,3,9,52,166,0,0.056,2
2025-01-12 13:30:00,IX114,E21,A321,Fog,5,7,High,Low,3,7,83,194,0,0.14,9
2025-01-12 13:36:00,EK810,C32,B737,Clear,5,8,Medium,Low,5,11,70,196,0,0.054,4
2025-01-12 13:53:00,6E412,C20,A321,Clear,14,5,High,Medium,0,14,120,236,0,0.092,8
2025-01-12 13:58:00,BA582,A35,A321,Rain,10,7,Medium,Low,0,11,90,190,0,0.117,14
2025-01-12 14:06:00,AI439,C12,A320,Windy,14,2,Low,High,11,19,63,174,0,0.419,10
2025-01-12 14:22:00,SG857,E1,A320,Clear,14,6,Low,Low,8,12,49,153,0,0.204,0
2025-01-12 14:38:00,AF316,D28,A320,Clear,10,5,Medium,Low,9,15,64,180,0,0.083,1
2025-01-12 14:55:00,SG659,E4,ATR72,Clear,6,2,Medium,Medium,0,11,28,63,0,0.169,0
2025-01-12 15:05:00,AF868,C23,B737,Storm,12,4,Low,Low,33,10,59,199,0,0.431,14
2025-01-12 15:14:00,IX661,B34,B737,Clear,0,7,Medium,Low,10,15,53,199,0,0.064,0
2025-01-12 15:32:00,BA737,E35,B737,Clear,6,5,Medium,Low,8,15,63,181,0,0.072,4
2025-01-12 15:48:00,UK811,D1,A321,Clear,7,4,Low,Low,6,6,73,188,0,0.172,0
2025-01-12 16:00:00,AI485,D5,A320,Clear,3,8,Medium,Low,13,9,46,178,0,0.068,0
2025-01-12 16:08:00,QR779,A25,B787,Rain,12,2,High,High,11,22,83,289,0,0.344,12
2025-01-12 16:25:00,AF144,C27,A321,Clear,3,4,Medium,Low,5,16,107,181,0,0.058,0
2025-01-12 16:29:00,IX274,D16,A321,Clear,5,4,Medium,Medium,0,13,76,240,0,0.07,6
2025-01-12 16:37:00,AI390,B29,ATR72,Clear,14,4,Medium,Medium,0,10,28,60,0,0.085,1
2025-01-12 16:52:00,SG908,C24,A320,Clear,9,7,Medium,Low,0,8,59,164,0,0.043,0
2025-01-12 17:00:00,QR377,D3,A321,Clear,18,0,Medium,High,9,19,74,185,1,0.34,21
2025-01-12 17:17:00,AI576,A26,A321,Rain,13,2,Medium,High,2,13,110,229,1,0.365,3
2025-01-12 17:30:00,AI168,C10,B737,Rain,13,3,Medium,High,9,19,69,205,1,0.295,11
2025-01-12 17:43:00,LH776,D27,B737,Fog,8,2,Medium,Medium,14,10,53,181,1,0.37,20
2025-01-12 17:57:00,IX778,A15,B737,Rain,6,3,Medium,Medium,3,15,65,182,1,0.211,11
2025-01-12 18:08:00,EK985,D5,A350,Windy,3,2,Low,Medium,14,10,74,348,1,0.402,13
2025-01-12 18:25:00,6E119,C4,A350,Clear,10,2,High,Medium,9,14,76,348,1,0.268,10
2025-01-12 18:31:00,IX988,B23,B737,Rain,13,1,Medium,High,15,16,42,195,1,0.406,27
2025-01-12 18:42:00,LH336,B2,B777,Rain,17,3,Medium,High,4,15,77,308,1,0.283,11
2025-01-12 18:54:00,LH620,E18,ATR72,Rain,15,5,Medium,Medium,23,12,30,61,1,0.281,5
2025-01-12 19:05:00,6E423,B31,A320,Clear,10,2,High,High,7,24,40,173,1,0.326,16
2025-01-12 19:14:00,BA987,D11,ATR72,Clear,8,0,Medium,High,0,15,34,66,1,0.286,6
2025-01-12 19:23:00,QR644,E26,B737,Rain,8,2,Medium,Medium,15,15,62,183,1,0.349,20
2025-01-12 19:35:00,6E290,C18,B787,Rain,12,4,High,Medium,0,10,69,288,1,0.206,7
2025-01-12 19:51:00,SG612,C30,A320,Storm,15,1,Medium,High,29,17,41,152,1,0.551,22
2025-01-12 20:03:00,BA674,D12,B787,Clear,15,2,Low,High,2,17,83,240,1,0.43,23
2025-01-12 20:13:00,AI140,C1,ATR72,Clear,14,3,Low,High,4,17,30,77,1,0.334,21
2025-01-12 20:24:00,SG642,E19,B777,Clear,5,4,High,Medium,19,9,104,350,1,0.176,3
2025-01-12 20:42:00,IX441,B16,A320,Rain,12,2,High,Medium,20,8,48,185,1,0.359,7
2025-01-12 20:51:00,BA502,B17,A320,Clear,11,2,Medium,Medium,23,16,57,154,1,0.313,11
2025-01-12 21:08:00,UK118,B14,A321,Clear,0,4,Medium,Low,5,11,78,198,0,0.043,0
2025-01-12 21:15:00,EK800,C33,A320,Storm,6,4,Medium,Medium,24,10,65,150,0,0.299,23
2025-01-12 21:30:00,EK463,A3,A320,Clear,13,5,Medium,Low,10,11,43,163,0,0.085,0
2025-01-12 21:37:00,IX341,C6,A320,Rain,9,4,Medium,Medium,25,15,49,161,0,0.219,9
2025-01-12 21:50:00,AF382,D9,A350,Clear,10,7,Low,Low,9,11,111,302,0,0.196,13
2025-01-12 22:00:00,AI740,C8,B737,Rain,12,3,High,Medium,19,13,55,173,0,0.205,6
2025-01-12 22:07:00,IX999,C22,A320,Windy,12,2,High,High,2,12,70,175,0,0.257,4
2025-01-12 22:24:00,LH934,B26,B737,Fog,3,6,Medium,Low,11,15,56,206,0,0.172,5
2025-01-12 22:40:00,AI668,E7,B737,Fog,15,3,Medium,High,17,21,69,175,0,0.298,8
2025-01-12 22:50:00,IX330,C35,A320,Clear,6,4,Low,Low,4,14,68,140,0,0.179,15
2025-01-12 22:54:00,UK449,C21,A321,Clear,8,8,Medium,Low,14,11,101,182,0,0.086,2
2025-01-12 23:03:00,LH772,D19,A320,Clear,14,4,Medium,Medium,8,10,64,141,0,0.107,10
2025-01-12 23:18:00,UK189,E2,A320,Windy,14,0,Medium,High,4,19,67,173,0,0.279,10
2025-01-12 23:29:00,LH633,D12,B737,Fog,8,7,Medium,Low,21,8,62,166,0,0.199,10
2025-01-12 23:44:00,QR993,D25,A320,Clear,12,6,Medium,Low,0,12,67,172,0,0.057,0
2025-01-13 00:02:00,SG527,A11,A321,Windy,14,4,High,Medium,15,12,72,205,0,0.152,19
2025-01-13 00:18:00,SG686,C11,B737,Clear,14,5,Low,Medium,10,15,42,210,0,0.242,15
2025-01-13 00:28:00,UK536,C29,A320,Rain,3,4,Medium,Low,13,11,55,171,0,0.138,3
2025-01-13 00:38:00,IX719,A16,B737,Storm,11,2,High,Medium,32,11,67,162,0,0.435,17
2025-01-13 00:52:00,EK559,B15,A320,Clear,3,6,Medium,Low,0,13,59,150,0,0.039,1
2025-01-13 01:08:00,AF234,B22,B777,Clear,7,6,Medium,Low,0,10,93,336,0,0.042,8
2025-01-13 01:25:00,SG768,E19,A321,Clear,7,5,Medium,Low,5,11,74,199,0,0.058,0
2025-01-13 01:39:00,UK694,C12,A350,Windy,9,4,High,Low,0,7,117,253,0,0.063,0
2025-01-13 01:45:00,AF800,B6,B737,Clear,14,1,Low,High,2,17,64,174,0,0.368,9
2025-01-13 01:56:00,SG983,C35,ATR72,Clear,11,8,Medium,Low,11,10,38,67,0,0.082,0
2025-01-13 02:00:00,UK416,B34,B737,Clear,12,0,Low,High,2,12,58,162,0,0.355,8
2025-01-13 02:06:00,AF238,D15,B777,Clear,10,6,Low,Low,7,15,104,334,0,0.198,6
2025-01-13 02:18:00,LH888,A18,B737,Windy,8,2,Medium,Medium,4,12,59,207,0,0.208,4
2025-01-13 02:31:00,UK771,A9,A350,Windy,11,2,Low,Medium,7,11,104,265,0,0.342,21
2025-01-13 02:40:00,QR261,E28,B787,Clear,17,4,High,Medium,14,14,82,320,0,0.138,10
2025-01-13 02:57:00,EK169,D12,A320,Rain,17,4,High,Medium,18,11,58,164,0,0.21,10
2025-01-13 03:02:00,AF645,E6,A320,Rain,9,6,Medium,Low,4,9,62,181,0,0.122,11
2025-01-13 03:19:00,6E288,D11,B737,Clear,2,2,Medium,Medium,0,12,56,185,0,0.162,8
2025-01-13 03:36:00,EK959,A32,A321,Clear,4,3,Medium,Medium,3,16,71,188,0,0.082,3
2025-01-13 03:47:00,UK844,C11,B787,Rain,10,8,High,Low,7,8,106,314,0,0.131,10
2025-01-13 03:52:00,AI883,E9,B787,Fog,11,3,Medium,Medium,6,10,75,254,0,0.194,17
2025-01-13 04:04:00,EK523,B2,A320,Clear,3,8,Low,Low,12,9,56,145,0,0.185,7
2025-01-13 04:22:00,LH410,C6,A320,Clear,8,4,High,Low,0,6,62,144,0,0.037,1
2025-01-13 04:33:00,BA863,D30,A350,Clear,7,3,High,Medium,12,8,77,259,0,0.099,7
2025-01-13 04:37:00,IX255,E12,A320,Windy,1,4,Medium,Low,4,7,43,172,0,0.057,13
2025-01-13 04:52:00,SG209,A23,A350,Clear,4,4,High,Medium,4,8,112,342,0,0.07,12
2025-01-13 04:58:00,UK289,B12,A321,Clear,8,6,High,Low,6,15,100,225,0,0.07,3
2025-01-13 05:08:00,AI880,D25,B737,Windy,7,8,Medium,Low,8,12,40,208,0,0.09,0
2025-01-13 05:25:00,QR731,E14,ATR72,Windy,6,8,Medium,Low,13,11,26,73,0,0.1,3
2025-01-13 05:39:00,IX720,D1,B737,Clear,1,4,High,Low,16,8,47,161,0,0.07,8
2025-01-13 05:45:00,QR727,D15,A321,Clear,10,4,Medium,Medium,0,16,92,180,0,0.087,5
2025-01-13 05:50:00,SG710,B23,B737,Windy,12,8,Medium,Low,5,12,53,207,0,0.093,0
2025-01-13 06:01:00,SG336,A14,A320,Clear,7,4,Medium,Medium,0,12,53,174,1,0.133,8
2025-01-13 06:17:00,AI467,A15,B737,Clear,7,2,High,Medium,11,10,40,198,1,0.26,15
2025-01-13 06:25:00,6E804,E11,B787,Fog,15,5,High,Medium,23,12,112,239,1,0.314,0
2025-01-13 06:34:00,BA237,E3,A320,Clear,17,0,Low,High,3,14,62,146,1,0.432,13
2025-01-13 06:47:00,AF966,C35,ATR72,Rain,15,4,High,Medium,3,14,30,78,1,0.229,10
2025-01-13 07:02:00,QR580,C1,ATR72,Fog,13,3,High,High,20,22,25,72,1,0.364,12
2025-01-13 07:12:00,EK288,B10,B737,Clear,14,0,High,High,9,19,41,172,1,0.331,12
2025-01-13 07:26:00,LH603,A27,B737,Clear,13,2,Low,High,0,14,40,198,1,0.415,9
2025-01-13 07:31:00,BA240,A4,B737,Windy,17,2,Medium,High,5,16,51,179,1,0.343,13
2025-01-13 07:48:00,UK297,A16,A320,Fog,6,2,Medium,Medium,28,17,69,160,1,0.417,26
2025-01-13 07:57:00,SG133,B14,A321,Fog,12,3,Medium,Medium,15,18,77,207,1,0.296,7
2025-01-13 08:14:00,LH882,C15,B737,Rain,11,0,Medium,High,7,18,63,192,1,0.383,10
2025-01-13 08:28:00,AI376,D32,A321,Clear,14,0,High,High,0,18,75,227,1,0.304,3
2025-01-13 08:45:00,LH327,A4,B777,Windy,11,0,Medium,High,17,20,99,302,1,0.371,17
2025-01-13 08:57:00,SG875,A4,A320,Clear,16,0,High,High,0,14,50,159,1,0.301,9
2025-01-13 09:07:00,SG167,A12,B737,Clear,3,5,Low,Medium,7,13,46,177,1,0.266,5
2025-01-13 09:16:00,UK549,E22,A321,Clear,16,2,Medium,Medium,9,15,99,209,1,0.283,8
2025-01-13 09:30:00,QR601,D7,A321,Clear,14,3,Low,High,10,17,90,192,1,0.35,23
2025-01-13 09:45:00,EK987,D10,B737,Rain,14,2,Medium,High,8,19,46,166,1,0.394,8
2025-01-13 10:03:00,BA352,B22,B737,Clear,10,7,Medium,Low,0,12,67,176,0,0.053,0
2025-01-13 10:19:00,LH514,D18,B777,Clear,11,2,High,Medium,12,13,71,383,0,0.217,1
2025-01-13 10:30:00,AI722,D5,A320,Clear,3,6,Medium,Low,0,5,40,176,0,0.025,7
2025-01-13 10:47:00,LH837,E24,A320,Rain,7,5,Medium,Low,3,15,50,170,0,0.126,0
2025-01-13 10:59:00,EK503,C20,B737,Rain,11,3,Medium,Medium,5,7,60,184,0,0.153,0
2025-01-13 11:03:00,QR860,A29,B737,Clear,8,2,Low,Medium,12,14,41,178,0,0.332,14
2025-01-13 11:16:00,QR708,E10,A320,Clear,0,6,Medium,Low,15,11,50,167,0,0.071,2
2025-01-13 11:21:00,AF637,B1,ATR72,Clear,11,5,Medium,Low,14,14,30,62,0,0.098,2
2025-01-13 11:28:00,AI633,C23,ATR72,Fog,2,5,Medium,Low,23,6,33,67,0,0.188,19
